locus_name,Col_reads_Col_Cvi,Cvi_reads_Col_Cvi,Col_reads_Cvi_Col,Cvi_reads_Cvi_Col
AT3G52280,23,15,38,18
AT3G52290,32,16,37,28
AT3G52300,467,520,662,754
AT3G52360,31,15,79,26
AT3G52390,34,25,59,46
AT3G52420,21,6,36,11
AT3G52430,6,4,1,2
AT3G52470,32,36,18,31
AT3G52500,47,29,77,61
AT3G52560,930,784,1283,1282
AT3G52570,11,18,30,19
AT3G52580,444,302,499,419
AT3G52590,922,1251,1775,2491
AT3G52610,35,46,78,86
AT3G52630,43,54,41,79
AT3G52640,77,46,76,65
AT3G52660,60,56,74,67
AT3G52670,3,9,6,10
AT3G52680,27,36,40,58
AT3G52710,41,56,73,96
AT3G52730,663,628,804,800
AT3G52750,462,314,609,448
AT3G52760,114,97,128,139
AT3G52770,27,18,32,35
AT3G52800,310,367,263,304
AT3G52840,17,10,32,37
AT3G52850,329,321,459,527
AT3G52870,92,57,160,81
AT3G52880,480,387,577,628
AT3G52890,239,219,372,363
AT3G52905,25,13,32,35
AT3G52910,78,26,92,68
AT3G52920,239,219,304,266
AT3G52930,23789,15204,28273,19307
AT3G52940,125,60,118,77
AT3G52950,18,24,31,35
AT3G52960,11430,8213,13155,10652
AT3G52970,68,10,158,169
AT3G52990,276,159,289,247
AT3G53000,10,15,20,10
AT3G53020,483,361,1096,1165
AT3G53030,24,22,31,31
AT3G53040,8,13,9,11
AT3G53090,51,37,63,62
AT3G53100,1,5,5,7
AT3G53110,824,602,1002,764
AT3G53120,117,76,156,143
AT3G53130,239,253,388,440
AT3G53160,5,4,13,5
AT3G53170,5,5,10,7
AT3G53180,7,2,6,12
AT3G53190,2130,1296,2620,1729
AT3G53210,26,2,41,3
AT3G53220,14,20,21,27
AT3G53230,12,1,35,10
AT3G53240,13,2,11,11
AT3G53260,132,108,124,118
AT3G53270,19,11,26,19
AT3G53280,147,18,169,25
AT3G53310,100,47,140,57
AT3G53320,7,1,7,5
AT3G53350,4,4,7,9
AT3G53360,6,8,20,18
AT3G53380,26,27,48,61
AT3G53390,20,12,20,36
AT3G53410,13,16,19,18
AT3G53420,68,84,259,501
AT3G53430,5303,4780,5528,5841
AT3G53440,29,19,35,27
AT3G53450,15,5,11,13
AT3G53460,241,94,341,166
AT3G53470,27,27,26,33
AT3G53480,7,6,22,14
AT3G53490,9,11,9,28
AT3G53500,38,22,79,66
AT3G53510,12,10,23,22
AT3G53520,328,321,377,470
AT3G53540,729,609,987,888
AT3G53560,332,329,442,469
AT3G53580,457,379,546,413
AT3G53610,136,84,153,147
AT3G53620,0,9,8,10
AT3G53630,206,202,275,303
AT3G53650,112,106,100,118
AT3G53680,96,66,145,98
AT3G53700,47,85,62,68
AT3G53710,62,43,68,67
AT3G53730,0,2,6,12
AT3G53740,374,356,1038,986
AT3G53750,28,48,32,42
AT3G53760,13,12,19,28
AT3G53800,25,16,50,43
AT3G53810,34,41,55,58
AT3G53830,123,65,171,117
AT3G53840,15,4,15,3
AT3G53850,188,194,227,274
AT3G53860,48,20,62,25
AT3G53870,3116,2784,3426,3738
AT3G53880,30,17,21,11
AT3G53890,632,592,499,617
AT3G53900,214,244,273,302
AT3G53920,16,15,27,25
AT3G53930,2,2,7,6
AT3G53940,35,31,47,29
AT3G53950,5,4,11,15
AT3G53970,78,61,134,143
AT3G54000,183,190,124,93
AT3G54010,68,82,116,141
AT3G54020,71,42,61,54
AT3G54030,12,8,12,16
AT3G54050,1661,1229,3267,2590
AT3G54060,17,4,24,9
AT3G54080,285,240,399,350
AT3G54100,21,8,39,20
AT3G54120,5,7,13,8
AT3G54130,21,18,32,31
AT3G54140,4,1,0,9
AT3G54150,1,2,3,5
AT3G54160,22,36,44,63
AT3G54170,207,244,297,434
AT3G54180,32,59,52,46
AT3G54190,162,152,209,226
AT3G54200,66,63,87,77
AT3G54220,247,225,357,334
AT3G54230,265,200,436,348
AT3G54250,112,104,127,155
AT3G54260,44,21,81,46
AT3G54270,45,28,67,35
AT3G54280,164,119,208,195
AT3G54290,196,114,251,205
AT3G54320,168,83,198,84
AT3G54350,225,156,258,263
AT3G54360,71,74,99,102
AT3G54366,138,414,287,710
AT3G54380,37,39,67,58
AT3G54390,21,23,33,47
AT3G54400,199,160,171,139
AT3G54440,17,14,33,48
AT3G54460,78,68,108,105
AT3G54470,112,148,181,198
AT3G54480,112,109,145,150
AT3G54500,38,37,126,135
AT3G54540,55,36,89,67
AT3G54550,3,0,8,17
AT3G54560,72,73,127,138
AT3G54610,48,37,63,76
AT3G54620,65,52,79,83
AT3G54640,158,157,221,193
AT3G54650,111,97,193,186
AT3G54660,404,344,576,655
AT3G54670,10,9,11,12
AT3G54710,13,24,23,17
AT3G54720,134,116,166,166
AT3G54730,0,10,0,55
AT3G54740,18,23,38,42
AT3G54750,173,234,241,334
AT3G54760,239,214,294,285
AT3G54780,11,19,13,31
AT3G54790,106,97,151,187
AT3G54810,67,55,63,62
AT3G54840,504,365,694,605
AT3G54850,65,64,109,94
AT3G54860,170,140,279,264
AT3G54870,20,7,16,12
AT3G54880,75,69,476,589
AT3G54890,8553,7079,12788,12464
AT3G54900,378,279,527,384
AT3G54910,24,19,49,37
AT3G54920,323,363,541,646
AT3G54930,42,50,67,73
AT3G54940,1809,1957,1908,2089
AT3G54950,11,8,23,18
AT3G54970,21,21,32,28
AT3G54980,24,23,41,25
AT3G55000,87,86,124,121
AT3G55005,63,58,80,100
AT3G55010,551,489,566,639
AT3G55020,418,433,641,555
AT3G55030,80,59,92,83
AT3G55040,63,79,40,40
AT3G55050,46,43,70,68
AT3G55060,107,87,127,142
AT3G55070,91,71,123,115
AT3G55080,28,18,51,37
AT3G55090,20,9,35,12
AT3G55110,7,3,8,8
AT3G55120,34,54,27,43
AT3G55140,13,14,26,19
AT3G55160,620,563,837,866
AT3G55170,1042,456,1637,688
AT3G55210,3,1,6,9
AT3G55250,281,249,490,433
AT3G55260,208,216,289,275
AT3G55270,95,77,149,112
AT3G55320,71,98,118,143
AT3G55330,35,21,60,48
AT3G55340,244,223,300,297
AT3G55350,134,123,188,173
AT3G55360,412,359,412,467
AT3G55370,139,115,149,167
AT3G55400,141,172,239,279
AT3G55410,169,227,225,286
AT3G55430,924,660,967,799
AT3G55460,260,270,271,337
AT3G55470,8,5,5,5
AT3G55480,337,179,505,364
AT3G55485,7,1,4,1
AT3G55490,12,8,25,24
AT3G55510,71,48,76,94
AT3G55520,17,10,14,17
AT3G55530,12,13,22,20
AT3G55560,144,132,241,221
AT3G55580,3,2,7,6
AT3G55600,32,20,48,53
AT3G55610,52,51,78,77
AT3G55620,148,157,204,229
AT3G55640,30,21,49,45
AT3G55660,254,180,332,239
AT3G55690,24,21,21,24
AT3G55710,0,1,14,15
AT3G55730,13,18,41,34
AT3G55740,6,9,23,12
AT3G55750,39,42,71,168
AT3G55760,96,103,154,157
AT3G55770,0,0,7,5
AT3G55780,2,9,2,4
AT3G55800,3637,2516,5124,4166
AT3G55820,3,2,3,4
AT3G55830,42,33,40,45
AT3G55840,58,52,81,61
AT3G55850,25,10,21,31
AT3G55920,18,15,20,44
AT3G55980,837,695,859,758
AT3G55990,5,3,7,5
AT3G56020,782,575,2608,2278
AT3G56030,10,5,14,6
AT3G56040,103,63,175,138
AT3G56050,549,430,680,507
AT3G56090,6,10,27,18
AT3G56100,104,87,116,95
AT3G56120,136,133,158,203
AT3G56140,54,53,189,205
AT3G56150,929,872,1223,1310
AT3G56190,70,77,72,79
AT3G56200,6,0,8,2
AT3G56210,60,41,49,41
AT3G56240,37,6,28,46
AT3G56250,12,10,9,15
AT3G56260,2,2,5,6
AT3G56300,4,2,12,10
AT3G56310,52,58,55,87
AT3G56320,10,5,8,6
AT3G56340,1583,1274,1790,1647
AT3G56360,404,188,247,136
AT3G56370,1288,1236,1662,1710
AT3G56400,11,2,33,11
AT3G56408,4,4,5,5
AT3G56430,86,55,113,86
AT3G56440,4,5,6,8
AT3G56450,36,16,55,47
AT3G56460,76,128,110,196
AT3G56470,13,3,7,9
AT3G56480,63,57,100,69
AT3G56510,177,108,254,211
AT3G56520,6,0,4,1
AT3G56550,4,3,9,2
AT3G56570,13,10,8,7
AT3G56580,55,54,79,53
AT3G56590,109,110,173,211
AT3G56630,0,1,8,5
AT3G56640,50,36,37,48
AT3G56650,4,2,10,12
AT3G56680,88,132,129,170
AT3G56690,30,44,52,57
AT3G56720,93,123,127,189
AT3G56740,54,42,57,71
AT3G56750,121,108,177,161
AT3G56800,37,9,44,16
AT3G56820,49,35,59,86
AT3G56830,6,1,4,8
AT3G56840,6,5,17,13
AT3G56860,130,157,268,256
AT3G56870,51,56,84,75
AT3G56880,1986,1504,2131,1706
AT3G56900,2,0,48,2
AT3G56910,2060,1846,2510,2341
AT3G56920,8,2,4,0
AT3G56950,70,57,99,124
AT3G56960,6,1,3,4
AT3G56990,141,195,154,218
AT3G57000,271,236,333,316
AT3G57010,3,2,4,8
AT3G57030,19,15,37,21
AT3G57060,88,67,128,125
AT3G57070,13,4,18,16
AT3G57080,544,477,751,685
AT3G57090,5,0,5,1
AT3G57110,8,3,7,1
AT3G57120,104,135,173,202
AT3G57130,4,3,9,3
AT3G57140,25,29,36,29
AT3G57150,42,50,76,67
AT3G57160,21,17,34,34
AT3G57170,62,44,89,81
AT3G57180,108,69,115,125
AT3G57200,5,5,2,5
AT3G57220,50,35,56,38
AT3G57230,4,4,8,6
AT3G57280,39,45,42,66
AT3G57290,197,155,249,226
AT3G57300,19,22,35,38
AT3G57330,6,7,15,10
AT3G57340,279,173,423,334
AT3G57350,83,58,102,107
AT3G57360,0,0,5,6
AT3G57380,8,11,17,16
AT3G57390,9,7,10,32
AT3G57400,14,4,24,11
AT3G57410,45,48,88,73
AT3G57420,28,19,43,53
AT3G57430,12,10,21,14
AT3G57450,1006,1015,773,1047
AT3G57470,12,10,27,15
AT3G57500,28,20,42,26
AT3G57520,349,271,863,785
AT3G57530,981,939,1258,1275
AT3G57540,5,4,6,7
AT3G57550,33,49,61,87
AT3G57560,117,96,111,100
AT3G57570,31,33,39,36
AT3G57580,7,3,8,10
AT3G57590,15,17,15,21
AT3G57630,7,9,9,19
AT3G57650,165,140,191,201
AT3G57660,54,56,77,92
AT3G57710,29,18,50,26
AT3G57720,4,4,9,8
AT3G57730,34,6,30,23
AT3G57750,106,65,176,127
AT3G57760,27,31,82,82
AT3G57770,3,0,8,2
AT3G57780,15,7,9,8
AT3G57785,5,0,4,9
AT3G57800,50,51,88,71
AT3G57810,128,126,197,145
AT3G57830,303,193,336,283
AT3G57860,86,66,140,121
AT3G57880,2474,1045,3252,1465
AT3G57890,250,206,370,309
AT3G57910,18,27,33,23
AT3G57920,7,6,16,17
AT3G57930,107,43,203,120
AT3G57940,25,26,56,40
AT3G57965,22,19,31,29
AT3G57970,5,9,4,11
AT3G57990,475,447,703,691
AT3G58010,31,26,51,63
AT3G58020,92,36,160,76
AT3G58030,314,238,391,318
AT3G58040,35,13,16,14
AT3G58050,268,160,413,267
AT3G58090,24,19,32,33
AT3G58110,262,216,364,359
AT3G58130,10,7,20,15
AT3G58140,106,69,116,109
AT3G58170,298,237,303,299
AT3G58180,64,54,64,81
AT3G58200,24,28,26,29
AT3G58220,131,118,190,173
AT3G58270,46,2,70,13
AT3G58360,3,2,4,3
AT3G58380,5,3,13,5
AT3G58470,407,316,457,554
AT3G58490,46,25,67,66
AT3G58500,272,237,288,308
AT3G58510,81,89,173,156
AT3G58520,12,8,9,11
AT3G58530,6,7,23,4
AT3G58560,222,188,214,234
AT3G58570,176,173,272,248
AT3G58580,21,18,28,32
AT3G58590,17,20,18,20
AT3G58600,2,2,4,6
AT3G58610,2264,1611,2867,2318
AT3G58620,2,6,8,4
AT3G58630,34,22,49,37
AT3G58640,22,22,38,35
AT3G58650,52,40,70,58
AT3G58660,293,245,290,252
AT3G58670,18,11,37,21
AT3G58680,1261,1324,1595,1792
AT3G58690,42,39,57,54
AT3G58730,31,28,29,45
AT3G58750,9,12,32,24
AT3G58760,14,5,17,7
AT3G58770,98,60,106,82
AT3G58790,16,16,44,46
AT3G58800,67,79,96,113
AT3G58810,14,13,20,23
AT3G58820,8,6,3,7
AT3G58840,19,34,32,34
AT3G58850,65,76,81,85
AT3G58900,39,27,56,52
AT3G58930,17,8,12,13
AT3G58940,29,21,40,24
AT3G58970,31,15,39,23
AT3G58980,73,49,122,85
AT3G58990,18,16,8,6
AT3G59000,12,14,22,8
AT3G59020,114,121,169,182
AT3G59040,95,107,169,188
AT3G59060,4,7,20,19
AT3G59080,201,91,227,144
AT3G59090,46,42,74,89
AT3G59100,11,4,28,8
AT3G59110,47,48,87,104
AT3G59150,7,9,17,16
AT3G59190,13,22,15,15
AT3G59200,41,61,59,65
AT3G59210,21,47,33,77
AT3G59220,12,0,8,1
AT3G59270,4,1,4,5
AT3G59280,139,85,160,134
AT3G59290,25,33,34,56
AT3G59300,18,29,45,65
AT3G59310,31,16,33,32
AT3G59320,4,1,5,10
AT3G59330,11,18,36,28
AT3G59350,87,68,114,113
AT3G59360,22,28,30,21
AT3G59380,53,54,51,40
AT3G59400,8,1,11,1
AT3G59410,22,16,36,21
AT3G59420,54,70,90,98
AT3G59430,46,27,85,36
AT3G59470,19,19,24,25
AT3G59480,10,13,21,25
AT3G59490,15,10,8,14
AT3G59500,53,39,46,37
AT3G59520,19,20,17,19
AT3G59540,817,755,1102,1042
AT3G59550,65,74,60,80
AT3G59570,8,9,16,10
AT3G59600,118,101,135,145
AT3G59610,5,0,9,17
AT3G59630,17,21,25,22
AT3G59640,4,4,7,16
AT3G59660,60,40,92,80
AT3G59670,23,19,40,24
AT3G59680,4,5,12,12
AT3G59750,1,1,7,2
AT3G59770,109,86,137,148
AT3G59780,324,319,572,528
AT3G59800,107,68,171,117
AT3G59810,306,231,312,390
AT3G59820,71,43,135,84
AT3G59830,7,7,22,19
AT3G59840,3,16,21,26
AT3G59870,47,58,73,52
AT3G59900,4,1,14,9
AT3G59910,246,172,401,348
AT3G59920,1505,1293,1596,1344
AT3G59940,85,67,203,162
AT3G59950,23,19,37,46
AT3G59970,58,52,91,77
AT3G59980,77,55,107,124
AT3G59990,218,167,318,292
AT3G60030,78,72,121,119
AT3G60040,13,4,33,14
AT3G60050,61,44,90,53
AT3G60080,29,33,58,56
AT3G60110,32,28,29,48
AT3G60130,152,142,225,207
AT3G60150,4,5,10,12
AT3G60180,13,0,13,11
AT3G60190,169,123,138,150
AT3G60200,45,54,132,134
AT3G60210,284,243,337,331
AT3G60220,48,41,36,38
AT3G60240,459,361,633,607
AT3G60250,155,131,229,205
AT3G60260,267,216,319,275
AT3G60286,4,3,2,3
AT3G60300,38,26,83,60
AT3G60310,21,10,29,32
AT3G60320,44,25,47,62
AT3G60340,167,155,167,164
AT3G60350,132,81,185,175
AT3G60360,144,152,154,191
AT3G60370,27,33,34,50
AT3G60380,68,73,130,119
AT3G60390,170,126,298,232
AT3G60400,9,17,19,21
AT3G60440,39,20,33,32
AT3G60450,51,54,36,53
AT3G60480,109,33,126,82
AT3G60500,116,99,162,131
AT3G60520,11,5,9,6
AT3G60530,358,363,458,473
AT3G60550,6,2,10,8
AT3G60590,15,17,20,23
AT3G60600,26,17,33,13
AT3G60620,16,22,30,17
AT3G60630,295,247,391,353
AT3G60660,18,17,11,22
AT3G60670,35,47,30,53
AT3G60680,31,23,47,55
AT3G60690,10,29,47,50
AT3G60700,41,9,76,177
AT3G60740,43,33,37,30
AT3G60750,3031,1329,3321,1961
AT3G60770,2790,2620,3530,3384
AT3G60800,10,8,8,19
AT3G60810,46,25,59,47
AT3G60830,166,153,174,165
AT3G60840,126,88,153,144
AT3G60850,68,43,84,67
AT3G60860,133,94,206,215
AT3G60900,554,625,466,582
AT3G60920,0,31,0,65
AT3G60960,6,10,12,16
AT3G60980,5,9,12,13
AT3G61010,5,6,18,15
AT3G61050,161,153,140,194
AT3G61060,32,10,46,21
AT3G61070,76,113,113,151
AT3G61080,5,7,20,16
AT3G61100,39,32,56,47
AT3G61110,1788,523,1784,416
AT3G61118,11,5,9,0
AT3G61140,83,46,91,70
AT3G61150,111,81,150,161
AT3G61160,6,3,5,2
AT3G61170,3,3,8,9
AT3G61180,23,13,38,36
AT3G61190,202,155,182,215
AT3G61240,295,269,331,370
AT3G61250,9,13,40,27
AT3G61260,108,92,278,249
AT3G61300,5,1,9,9
AT3G61310,22,30,29,33
AT3G61320,7,2,10,6
AT3G61350,60,55,65,84
AT3G61360,98,77,87,105
AT3G61380,83,27,105,26
AT3G61410,4,2,11,9
AT3G61415,43,26,66,42
AT3G61420,52,68,111,167
AT3G61430,6,5,13,8
AT3G61440,593,524,862,981
AT3G61460,17,9,22,28
AT3G61470,2404,2141,2832,2914
AT3G61480,51,33,76,44
AT3G61490,252,174,335,190
AT3G61520,17,0,8,1
AT3G61530,152,119,241,163
AT3G61540,212,244,376,386
AT3G61550,58,80,73,99
AT3G61570,63,52,85,94
AT3G61590,49,42,74,63
AT3G61600,334,246,510,417
AT3G61610,27,30,53,59
AT3G61620,53,10,88,11
AT3G61630,16,5,24,20
AT3G61640,325,106,303,131
AT3G61650,158,103,188,161
AT3G61660,4,5,8,12
AT3G61670,359,209,401,364
AT3G61680,12,19,15,15
AT3G61690,55,35,55,51
AT3G61700,50,34,61,63
AT3G61710,37,24,47,48
AT3G61740,9,11,14,10
AT3G61770,55,46,49,48
AT3G61780,91,56,158,137
AT3G61800,15,14,35,25
AT3G61810,3,8,7,7
AT3G61820,79,67,54,102
AT3G61830,243,196,287,262
AT3G61850,3,5,5,7
AT3G61860,62,43,79,67
AT3G61870,419,265,768,497
AT3G61880,3,4,3,1
AT3G61890,6,12,11,18
AT3G61900,8,7,10,6
AT3G61950,4,3,10,8
AT3G61960,65,50,82,76
AT3G61970,3,2,10,6
AT3G61980,29,10,66,17
AT3G61990,23,11,45,21
AT3G62000,14,17,14,11
AT3G62010,95,118,145,132
AT3G62050,5,3,0,5
AT3G62060,8,5,9,20
AT3G62070,7,10,16,21
AT3G62090,14,10,22,17
AT3G62100,88,72,139,141
AT3G62110,34,1,23,2
AT3G62130,31,42,53,66
AT3G62150,2,1,8,9
AT3G62190,61,30,94,67
AT3G62200,74,47,92,83
AT3G62220,30,45,43,63
AT3G62230,2,1,8,5
AT3G62240,48,65,81,95
AT3G62260,428,383,406,389
AT3G62270,11,7,12,11
AT3G62290,1363,1676,2035,2699
AT3G62300,410,279,499,508
AT3G62310,475,500,706,665
AT3G62330,175,133,278,218
AT3G62360,477,505,628,660
AT3G62370,44,56,46,57
AT3G62430,51,6,64,0
AT3G62450,17,39,28,31
AT3G62460,18,0,10,0
AT3G62500,2,6,5,8
AT3G62530,2727,127,2961,114
AT3G62580,210,87,212,134
AT3G62590,11,10,11,18
AT3G62600,115,88,139,146
AT3G62610,67,63,48,83
AT3G62620,44,36,58,35
AT3G62630,505,425,586,590
AT3G62650,123,99,213,245
AT3G62660,10,4,14,19
AT3G62690,74,38,94,69
AT3G62700,600,305,1105,600
AT3G62720,367,338,381,411
AT3G62750,8,21,15,36
AT3G62760,110,43,102,59
AT3G62770,137,168,158,268
AT3G62780,8,1,14,2
AT3G62790,288,259,358,338
AT3G62800,36,30,65,49
AT3G62810,235,154,310,289
AT3G62830,7,8,9,12
AT3G62840,282,264,334,330
AT3G62860,2,8,17,9
AT3G62880,12,13,7,13
AT3G62890,5,12,13,8
AT3G62900,41,47,72,83
AT3G62920,0,8,14,30
AT3G62940,132,103,188,181
AT3G62970,106,98,138,179
AT3G62980,89,69,189,159
AT3G63000,144,157,229,243
AT3G63010,21,21,29,48
AT3G63030,43,48,57,40
AT3G63040,866,698,305,292
AT3G63060,9,9,8,11
AT3G63070,158,141,186,182
AT3G63080,2,3,6,5
AT3G63090,19,25,11,33
AT3G63120,36,23,56,32
AT3G63130,282,233,342,339
AT3G63140,183,314,253,479
AT3G63150,41,39,74,73
AT3G63160,409,395,471,442
AT3G63170,40,17,28,22
AT3G63180,213,239,253,218
AT3G63190,336,299,456,457
AT3G63200,215,149,271,225
AT3G63210,38,48,37,55
AT3G63220,14,16,26,32
AT3G63240,105,105,150,174
AT3G63250,387,332,523,498
AT3G63260,66,77,97,109
AT3G63270,7,13,16,25
AT3G63280,0,3,8,20
AT3G63290,27,23,35,46
AT3G63300,155,162,260,232
AT3G63310,29,20,36,27
AT3G63340,32,19,50,52
AT3G63350,3,6,14,31
AT3G63370,17,9,11,23
AT3G63380,4,3,13,11
AT3G63400,183,110,199,205
AT3G63410,893,560,903,650
AT3G63420,32,26,45,49
AT3G63430,464,429,527,572
AT3G63440,6,18,38,40
AT3G63445,5,4,12,14
AT3G63450,193,104,157,146
AT3G63460,438,387,683,674
AT3G63470,14,10,20,33
AT3G63480,9,9,19,27
AT3G63490,508,421,794,827
AT3G63500,233,172,342,321
AT3G63510,29,22,50,35
AT3G63520,106,87,123,142
AT3G63530,20,37,46,62
AT3G66652,24,30,40,37
AT3G66658,868,559,1155,767
AT3TE13060,7,1,16,2
AT3TE18040,8,0,19,0
AT3TE18060,2,0,12,0
AT3TE38465,2,6,1,13
AT3TE39530,4,0,19,0
AT3TE42875,1,0,16,0
AT3TE43550,2,7,6,32
AT3TE51710,211,4,340,3
AT3TE52765,0,3,0,8
AT3TE53200,0,5,0,8
AT3TE62210,0,3,0,8
AT3TE63880,7,3,7,10
AT3TE66935,2,3,1,8
AT3TE73610,3,5,6,5
AT3TE82735,2,1,8,3
AT3TE91745,33,0,54,0
AT4G00020,46,39,51,36
AT4G00026,126,130,163,193
AT4G00030,36,19,52,13
AT4G00040,9,4,24,7
AT4G00060,21,23,38,41
AT4G00090,25,25,46,37
AT4G00100,5352,4497,5710,6251
AT4G00110,6,4,4,4
AT4G00150,58,49,68,31
AT4G00165,3,0,8,4
AT4G00170,348,152,377,261
AT4G00180,587,354,660,391
AT4G00220,6,1,2,23
AT4G00230,78,52,99,95
AT4G00231,281,175,346,291
AT4G00238,522,437,732,618
AT4G00240,6,5,13,2
AT4G00250,114,14,192,41
AT4G00270,145,80,208,134
AT4G00290,107,42,115,57
AT4G00300,145,141,267,293
AT4G00310,99,40,98,67
AT4G00330,8,6,8,2
AT4G00335,23,47,43,37
AT4G00340,39,50,54,73
AT4G00355,224,196,388,345
AT4G00360,383,252,723,632
AT4G00370,63,41,111,78
AT4G00380,645,572,1208,1036
AT4G00390,7,3,13,10
AT4G00400,3,2,4,5
AT4G00420,15,21,35,41
AT4G00430,2527,2299,3074,3096
AT4G00440,90,26,132,57
AT4G00450,161,114,171,177
AT4G00480,90,44,138,86
AT4G00490,2,7,9,8
AT4G00500,9,7,24,11
AT4G00520,74,77,120,110
AT4G00530,25,19,26,30
AT4G00550,29,20,45,49
AT4G00560,39,23,54,53
AT4G00570,98,100,117,109
AT4G00585,663,454,783,626
AT4G00590,155,122,190,220
AT4G00600,1,35,0,43
AT4G00620,773,341,963,462
AT4G00630,533,518,697,785
AT4G00650,57,41,77,68
AT4G00690,4,5,8,5
AT4G00700,23,11,13,5
AT4G00710,133,121,186,160
AT4G00720,209,186,238,228
AT4G00730,92,54,116,82
AT4G00740,1121,893,1278,1285
AT4G00750,6,10,6,41
AT4G00760,31,35,53,72
AT4G00800,134,62,207,149
AT4G00810,2756,2089,4122,4455
AT4G00820,258,181,296,245
AT4G00830,43,44,99,72
AT4G00840,25,11,19,29
AT4G00850,122,112,208,213
AT4G00860,1276,706,1363,994
AT4G00872,59,5,88,34
AT4G00893,20,24,27,26
AT4G00895,170,130,195,165
AT4G00900,73,86,107,132
AT4G00930,21,8,37,29
AT4G00940,6,4,4,2
AT4G00950,31,38,45,87
AT4G00975,20,5,68,13
AT4G00980,16,20,18,17
AT4G00990,135,90,211,177
AT4G01000,1442,1135,2040,1871
AT4G01010,4,4,10,13
AT4G01020,45,45,81,65
AT4G01026,22,18,38,26
AT4G01030,10,4,14,10
AT4G01037,31,43,73,74
AT4G01040,113,69,131,104
AT4G01050,1143,1025,1570,1454
AT4G01070,3,1,11,23
AT4G01080,16,25,22,27
AT4G01090,548,415,768,689
AT4G01110,3,3,2,3
AT4G01120,434,348,550,597
AT4G01130,43,17,26,19
AT4G01150,2307,2208,2322,2830
AT4G01160,10,2,5,17
AT4G01200,40,5,45,15
AT4G01210,832,708,1057,1033
AT4G01220,4,7,7,6
AT4G01240,2,9,0,14
AT4G01260,0,14,0,25
AT4G01270,36,19,43,36
AT4G01280,27,30,26,30
AT4G01290,396,314,556,553
AT4G01310,1687,1264,2051,1887
AT4G01320,422,304,471,492
AT4G01330,4,34,7,41
AT4G01350,8,1,6,1
AT4G01360,92,25,51,14
AT4G01370,332,206,467,366
AT4G01400,432,325,619,550
AT4G01410,15,49,38,101
AT4G01430,2,1,6,9
AT4G01460,208,175,361,400
AT4G01500,1,2,6,4
AT4G01510,52,9,85,39
AT4G01540,23,5,14,7
AT4G01550,28,24,71,35
AT4G01560,56,72,66,99
AT4G01570,22,32,37,36
AT4G01575,8,11,8,22
AT4G01580,347,264,469,436
AT4G01590,267,99,269,140
AT4G01593,5,1,12,4
AT4G01610,344,183,727,503
AT4G01650,83,60,145,117
AT4G01660,3,10,10,5
AT4G01690,222,168,265,259
AT4G01700,1,0,11,4
AT4G01730,516,349,614,461
AT4G01790,37,31,42,33
AT4G01800,253,187,407,348
AT4G01810,334,251,448,377
AT4G01840,39,16,52,36
AT4G01850,1954,1531,2374,2297
AT4G01860,115,88,144,131
AT4G01870,118,132,298,375
AT4G01880,121,43,176,66
AT4G01883,4,10,13,10
AT4G01897,113,97,157,163
AT4G01900,3608,2515,4761,3199
AT4G01910,8,0,8,0
AT4G01940,524,184,698,291
AT4G01960,1,1,7,8
AT4G01975,18,69,30,111
AT4G01980,0,21,0,48
AT4G01990,21,33,30,23
AT4G01995,79,109,105,169
AT4G02005,5,1,19,7
AT4G02010,35,36,62,60
AT4G02020,37,41,62,77
AT4G02030,10,6,22,15
AT4G02040,13,7,23,12
AT4G02050,27,26,90,77
AT4G02060,1279,1321,1336,1568
AT4G02070,531,355,711,574
AT4G02075,34,33,50,52
AT4G02080,26,39,52,67
AT4G02090,2,4,7,7
AT4G02100,12,11,10,20
AT4G02110,65,70,85,85
AT4G02130,138,53,267,178
AT4G02150,151,158,213,187
AT4G02195,33,31,61,64
AT4G02210,25,6,29,24
AT4G02220,81,88,67,127
AT4G02230,408,407,584,563
AT4G02260,110,114,173,164
AT4G02280,13,20,11,37
AT4G02290,385,268,455,439
AT4G02330,6,10,13,11
AT4G02340,474,366,482,376
AT4G02350,769,715,1097,1034
AT4G02360,49,213,59,149
AT4G02370,133,109,201,145
AT4G02380,696,676,1724,1315
AT4G02390,17,19,41,31
AT4G02400,16,15,25,28
AT4G02405,7,11,13,15
AT4G02410,3,0,8,3
AT4G02425,112,52,160,99
AT4G02430,73,64,176,131
AT4G02440,23,27,15,21
AT4G02460,60,49,80,71
AT4G02480,597,653,1104,1164
AT4G02485,15,18,48,37
AT4G02500,717,663,868,852
AT4G02510,938,811,1376,1238
AT4G02530,1550,1584,2637,2587
AT4G02540,261,16,396,38
AT4G02560,28,21,37,36
AT4G02570,240,229,316,314
AT4G02580,675,402,770,431
AT4G02590,50,51,76,64
AT4G02600,211,322,245,390
AT4G02610,215,153,278,239
AT4G02620,353,260,438,345
AT4G02630,12,17,17,26
AT4G02640,24,20,37,39
AT4G02660,36,22,102,42
AT4G02670,11,6,20,14
AT4G02680,15,18,36,37
AT4G02710,237,141,399,293
AT4G02715,434,295,612,525
AT4G02720,700,668,917,1019
AT4G02725,394,443,539,613
AT4G02730,37,55,38,60
AT4G02740,97,48,139,73
AT4G02760,51,44,119,120
AT4G02770,772,584,990,763
AT4G02780,22,21,38,18
AT4G02790,559,598,705,848
